DOI,Title,Year,Date,Author,Institution,Country,Citation count,Open access,Abstract,Keyword,Topic,Subfield,Field,Domain,Author count,Institution count,Country count,Keyword count,Topic count,International collaboration,Multi-institution collaboration,Has abstract,Has author,Has institution,Has country,Has keyword,Has topic
10.1016/j.dss.2018.10.009,Ensemble machine learning models for aviation incident risk prediction,2018,2018-11-05,Xiaoge Zhang | Sankaran Mahadevan,Vanderbilt University,US,186,Unknown,,Aviation | Ensemble learning | Computer science | Aeronautics | Artificial intelligence | Machine learning | Engineering | Aerospace engineering,Risk and Safety Analysis,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences,2,1,1,8,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2020.113302,Transparency and accountability in AI decision support: Explaining and visualizing convolutional neural networks for text information,2020,2020-04-13,Buomsoo Kim | Jinsoo Park | Jihae Suh,University of Arizona | Seoul National University,US | KR,186,Unknown,,Transparency (behavior) | Accountability | Computer science | Artificial intelligence | Convolutional neural network | Data science | Deep learning | Analytics | Machine learning | Field (mathematics) | Decision support system | Software deployment | Constructive | Artificial neural network | Computer security | Software engineering,Explainable Artificial Intelligence (XAI),Artificial Intelligence,Computer Science,Physical Sciences,3,2,2,16,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2012.12.020,ExpertRank: A topic-aware expert finding algorithm for online knowledge communities,2013,2013-01-04,Gang Alan Wang | Jian Jiao | Alan S. Abrahams | Weiguo Fan | Zhongju Zhang,Virginia Tech | Zhejiang University of Finance and Economics | University of Connecticut,US | CN,185,Unknown,,Knowledge sharing | Knowledge management | Computer science | Relevance (law) | Personal knowledge management | Virtual community | Online participation | Quality (philosophy) | The Internet | Online community | Social media | World Wide Web | Organizational learning,Expert finding and Q&A systems,Information Systems,Computer Science,Physical Sciences,5,3,2,13,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2010.11.011,Information exchange in virtual communities under extreme disaster conditions,2010,2010-11-12,Yong Chao Lu | Dan Yang,Pennsylvania State University | Southwestern University of Finance and Economics,US | CN,185,Unknown,,Social capital | Relational capital | Capital (architecture) | Context (archaeology) | Cognition | Information exchange | Knowledge management | Business | Computer science | Industrial organization | Psychology | Intellectual capital | Geography | Political science,Knowledge Management and Sharing,Communication,Social Sciences,Social Sciences,2,2,2,14,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2014.10.004,Sentiment analysis: Bayesian Ensemble Learning,2014,2014-10-24,Elisabetta Fersini | Enza Messina | Federico Pozzi,University of Milano-Bicocca,IT,184,Open Access,"The huge amount of textual data on the Web has grown in the last few years rapidly creating unique contents of massive dimension. In a decision making context, one of the most relevant tasks is polarity classification of a text source, which is usually performed through supervised learning methods. Most of the existing approaches select the best classification model leading to over-confident decisions that do not take into account the inherent uncertainty of the natural language. In this paper, we pursue the paradigm of ensemble learning to reduce the noise sensitivity related to language ambiguity and therefore to provide a more accurate prediction of polarity. The proposed ensemble method is based on Bayesian Model Averaging, where both uncertainty and reliability of each single model are taken into account. We address the classifier selection problem by proposing a greedy approach that evaluates the contribution of each model with respect to the ensemble. Experimental results on gold standard datasets show that the proposed approach outperforms both traditional classification and ensemble methods.",Computer science | Ambiguity | Artificial intelligence | Ensemble learning | Machine learning | Classifier (UML) | Ensemble forecasting | Bayesian probability | Model selection | Context (archaeology) | Data mining,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences,3,1,1,11,1,False,False,True,True,True,True,True,True
10.1016/j.dss.2013.01.023,Deriving market intelligence from microblogs,2013,2013-02-10,Yung-Ming Li | Tsung‐Ying Li,National Yang Ming Chiao Tung University,TW,183,Unknown,,Microblogging | Automatic summarization | Social media | Credibility | Popularity | Computer science | Data science | Sentiment analysis | World Wide Web | Information retrieval | Artificial intelligence | Psychology | Political science,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences,2,1,1,13,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2019.01.002,Two-stage consumer credit risk modelling using heterogeneous ensemble learning,2019,2019-01-09,Monika Papoušková | Petr Hájek,University of Pardubice,CZ,183,Unknown,,Credit risk | Loan | Computer science | Loss given default | Ensemble learning | Default | Probability of default | Ensemble forecasting | Metric (unit) | Econometrics | Machine learning | Artificial intelligence | Actuarial science | Finance | Economics | Capital requirement | Operations management | Microeconomics,Financial Distress and Bankruptcy Prediction,Accounting,"Business, Management and Accounting",Social Sciences,2,1,1,18,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2013.11.008,An examination of negative e-WOM adoption: Brand commitment as a moderator,2013,2013-12-07,Hsin Hsin Chang | Li Hsuan Wu,National Cheng Kung University,TW,181,Unknown,,Credibility | Attribution | Source credibility | Negative information | Moderation | Context (archaeology) | Psychology | Perception | Communication source | Social psychology | Construct (python library) | Risk perception | Advertising | Business | Computer science | Political science,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,2,1,1,16,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2011.02.010,A GIS-based multicriteria spatial decision support system for planning urban infrastructures,2011,2011-02-11,João Coutinho‐Rodrigues | Ana Simão | Carlos Henggeler Antunes,Institute for Systems Engineering and Computers | University of Coimbra,PT,180,Unknown,,Decision support system | Urban planning | Government (linguistics) | Computer science | Visualization | Environmental planning | Action (physics) | Geographic information system | Spatial planning | Spatial decision support system | Business | Risk analysis (engineering) | Engineering | Geography | Civil engineering | Data mining,Geographic Information Systems Studies,"Geography, Planning and Development",Social Sciences,Social Sciences,3,2,1,16,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2012.11.001,Software project risk analysis using Bayesian networks with causality constraints,2012,2012-11-08,Yong Hu | Xiangzhou Zhang | Eric W.T. Ngai | Ruichu Cai | Mei Liu,Sun Yat-sen University | Guangdong University of Foreign Studies | Hong Kong Polytechnic University | Guangdong University of Technology | New Jersey Institute of Technology,CN | HK | US,180,Unknown,,Computer science | Causality (physics) | Risk analysis (engineering) | Bayesian network | Software project management | Risk management | Software development | Software | Data mining | Artificial intelligence | Software construction | Business,Software Engineering Research,Information Systems,Computer Science,Physical Sciences,5,5,3,12,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2016.03.006,Cloud computing research in the IS discipline: A citation/co-citation analysis,2016,2016-04-05,Nianxin Wang | Huigang Liang | Jia Yu | Shilun Ge | Yajiong Xue | Zhining Wang,Jiangsu University of Science and Technology | East Carolina University | China University of Mining and Technology,CN | US,180,Open Access,,Cloud computing | Betweenness centrality | Citation | Computer science | Citation analysis | Centrality | Path analysis (statistics) | Data science | Library science | Mathematics | Statistics,Cloud Computing and Resource Management,Information Systems,Computer Science,Physical Sciences,6,3,2,11,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2012.12.034,Ontology-supported case-based reasoning approach for intelligent m-Government emergency response services,2013,2013-01-17,Khaled Amailef | Jie Lü,University of Technology Sydney | Centre for Quantum Computation and Communication Technology,AU,178,Unknown,,Ontology | Case-based reasoning | Computer science | Process (computing) | Decision support system | Set (abstract data type) | Service (business) | Emergency management | Knowledge base | Process management | Data mining | Artificial intelligence | Engineering,Service-Oriented Architecture and Web Services,Information Systems,Computer Science,Physical Sciences,2,2,1,13,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2021.113515,Mental models and expectation violations in conversational AI interactions,2021,2021-02-15,G. Mark Grimes | Ryan M. Schuetzler | Justin Scott Giboney,University of Houston | Brigham Young University,US,177,Unknown,,Conversation | Reputation | Harm | Service (business) | Internet privacy | Computer science | Customer service | Psychology | Knowledge management | Human–computer interaction | Social psychology | Business | Marketing | Communication | Sociology,Ethics and Social Impacts of AI,Safety Research,Social Sciences,Social Sciences,3,2,1,15,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2021.113622,On the platform but will they buy? Predicting customers' purchase behavior using deep learning,2021,2021-06-15,Neha Chaudhuri | Gaurav Gupta | Vallurupalli Vamsi | Indranil Bose,TBS Education | NEOMA Business School | Shiv Nadar University,FR | IN,177,Open Access,,Computer science | Random forest | Machine learning | Proxy (statistics) | Artificial intelligence | Deep learning | Decision tree | Artificial neural network | Clickstream | Support vector machine | Data science | World Wide Web | The Internet,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,4,3,2,13,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2019.113168,Determinants of writing positive and negative electronic word-of-mouth: Empirical evidence for two types of expectation confirmation,2019,2019-10-22,Ki-Chan Nam | Jeff Baker | Norita Ahmad | Jahyun Goo,American University of Sharjah | Florida Atlantic University,AE | US,176,Unknown,,Set (abstract data type) | Word of mouth | Psychology | Focus (optics) | Advertising | Computer science | Business,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,4,2,2,7,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2015.01.007,The effects of response strategies and severity of failure on consumer attribution with regard to negative word-of-mouth,2015,2015-02-03,Hsin Hsin Chang | Yao‐Chuan Tsai | Kit Hong Wong | Jian Wei Wang | Fang Ju Cho,National Cheng Kung University,TW,174,Unknown,,Attribution | Reputation | Word of mouth | Perception | Affect (linguistics) | Psychology | Business | Service (business) | Marketing | Social psychology | Political science,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,5,1,1,11,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2014.02.006,Measuring perceived security in B2C electronic commerce website usage: A respecification and validation,2014,2014-03-11,Edward Hartono | Clyde W. Holsapple | Kiyoon Kim | Kwan-Sik Na | James T. Simpson,University of Delaware | University of Kentucky | Kwangwoon University | Seowon University | University of Alabama in Huntsville,US | KR,174,Unknown,,Conceptualization | Construct (python library) | Confidentiality | Empirical research | Perception | Obstacle | Formative assessment | Information security | Dimension (graph theory) | Computer science | Order (exchange) | Business | Internet privacy | Computer security | Psychology | Political science | Finance,Technology Adoption and User Behaviour,Information Systems and Management,Decision Sciences,Social Sciences,5,5,2,17,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2013.06.006,Improving RFID adoption in Taiwan's healthcare industry based on a DEMATEL technique with a hybrid MCDM model,2013,2013-06-27,Ming‐Tsang Lu | Shi‐Woei Lin | Gwo‐Hshiung Tzeng,National Yang Ming Chiao Tung University | National Taiwan University of Science and Technology | Kainan University | National Taipei University,TW,173,Unknown,,Multiple-criteria decision analysis | Healthcare industry | Radio-frequency identification | Computer science | Identification (biology) | Health care | Decision support system | Risk analysis (engineering) | Operations research | Process management | Business | Engineering | Data mining | Computer security,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences,3,4,1,14,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2012.11.013,Development and evaluation of ontology for intelligent decision support in medical emergency management for mass gatherings,2012,2012-11-23,Pari Delir Haghighi | Frada Burstein | Arkady Zaslavsky | Paul Arbon,Monash University | Commonwealth Scientific and Industrial Research Organisation | Flinders University,AU,173,Unknown,,Ontology | Computer science | Terminology | Emergency management | Knowledge management | Domain (mathematical analysis) | Process (computing) | Decision support system | Domain knowledge | Task (project management) | Event (particle physics) | Process management | Engineering | Artificial intelligence | Systems engineering,Service and Product Innovation,Marketing,"Business, Management and Accounting",Social Sciences,4,3,1,15,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2010.08.019,An intraday market risk management approach based on textual analysis,2010,2010-08-20,Sven Sören Groth | Jan Muntermann,Frankfurt School of Finance & Management | Goethe University Frankfurt,DE,171,Unknown,,Risk management | Computer science | Unstructured data | Context (archaeology) | Financial market | Order (exchange) | Naive Bayes classifier | Stock market | Financial risk management | Data science | Stock (firearms) | Data mining | Machine learning | Business | Finance | Big data | Support vector machine | Engineering,Financial Markets and Investment Strategies,Finance,"Economics, Econometrics and Finance",Social Sciences,2,2,1,18,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2012.05.027,Making objective decisions from subjective data: Detecting irony in customer reviews,2012,2012-05-23,Antonio Reyes | Paolo Rosso,Universitat Politècnica de València,ES,170,Open Access,,Irony | Task (project management) | Set (abstract data type) | Sentiment analysis | Computer science | Point (geometry) | Key (lock) | Social media | Data science | Natural language processing | Artificial intelligence | World Wide Web | Linguistics | Computer security | Engineering,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences,2,1,1,15,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2016.04.009,The role of external and internal signals in E-commerce,2016,2016-05-11,Tamilla Mavlanova | Raquel Benbunan‐Fich | Guido Lang,University of Connecticut | Baruch College | Quinnipiac University,US,169,Unknown,,Salient | Quality (philosophy) | Product (mathematics) | Notice | Business | Computer science | E-commerce | Perception | Psychology | Artificial intelligence | World Wide Web,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,3,3,1,11,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2011.10.009,Factors influencing business intelligence (BI) data collection strategies: An empirical investigation,2011,2011-10-18,Thiagarajan Ramakrishnan | Mary C. Jones | Anna Sidorova,Eastern New Mexico University | University of North Texas,US,168,Unknown,,Data collection | Business intelligence | Consistency (knowledge bases) | Knowledge management | Computer science | Empirical research | Competitive advantage | Competitive intelligence | Process management | Management science | Data science | Business | Marketing | Engineering | Sociology | Artificial intelligence | Mathematics,Big Data and Business Intelligence,Management Information Systems,"Business, Management and Accounting",Social Sciences,3,2,1,17,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2019.113233,A linguistic signaling model of social support exchange in online health communities,2019,2019-12-19,Langtao Chen | Aaron M. Baird | Detmar W. Straub,Missouri University of Science and Technology | Georgia State University | Temple University,US,168,Unknown,,Readability | Spelling | Receipt | Psychology | Valence (chemistry) | Style (visual arts) | Gratitude | Linguistics | Cognitive psychology | Spell | Social psychology | Computer science | Sociology | World Wide Web,Mental Health via Writing,Social Psychology,Psychology,Social Sciences,3,3,1,14,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2019.03.008,Can big data improve firm decision quality? The role of data quality and data diagnosticity,2019,2019-03-30,Maryam Ghasemaghaei | Goran Calic,McMaster University,CA,167,Unknown,,Big data | Quality (philosophy) | Data quality | Variety (cybernetics) | Survey data collection | Computer science | Data science | Marketing | Psychology | Business | Data mining | Artificial intelligence | Mathematics | Statistics,Big Data and Business Intelligence,Management Information Systems,"Business, Management and Accounting",Social Sciences,2,1,1,14,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2011.10.020,Do green supply chain management initiatives impact stock prices of firms?,2011,2011-10-29,Indranil Bose | Raktim Pal,University of Hong Kong | James Madison University,HK | US,166,Unknown,,Business | Surprise | Stock (firearms) | Supply chain | Supply chain management | Event study | Industrial organization | Monetary economics | Economics | Marketing,Sustainable Supply Chain Management,Strategy and Management,"Business, Management and Accounting",Social Sciences,2,2,2,10,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2010.11.025,"An incident information management framework based on data integration, data mining, and multi-criteria decision making",2010,2010-11-26,Yi Peng | Yong Zhang | Yu Tang | Shiming Li,University of Electronic Science and Technology of China,CN,166,Unknown,,Multiple-criteria decision analysis | Incident management | Computer science | Component (thermodynamics) | Data mining | Process (computing) | Data integration | Risk analysis (engineering) | Operations research | Engineering | Computer security,Data Mining Algorithms and Applications,Information Systems,Computer Science,Physical Sciences,4,1,1,11,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2015.12.007,Online shopping intention in the context of data breach in online retail stores: An examination of older and younger adults,2016,2016-01-17,Rajarshi Chakraborty | Jaeung Lee | Sharmistha Bagchi‐Sen | Shambhu Upadhyaya | Hengyi Rao,"University at Buffalo, State University of New York | The University of Texas at San Antonio",US,166,Open Access,,Hacker | Context (archaeology) | Data breach | Perception | Psychology | Internet privacy | Advertising | Business | Computer security | Computer science,"Privacy, Security, and Data Protection",Sociology and Political Science,Social Sciences,Social Sciences,5,2,1,10,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2021.113492,Data engineering for fraud detection,2021,2021-01-12,Bart Baesens | Sebastiaan Höppner | Tim Verdonck,University of Southampton | KU Leuven | University of Antwerp,BE | GB,165,Open Access,,Interpretability | Feature engineering | Computer science | Process (computing) | Feature (linguistics) | Set (abstract data type) | Block (permutation group theory) | Payment | Data mining | Data science | Risk analysis (engineering) | Machine learning | Deep learning,Imbalanced Data Classification Techniques,Artificial Intelligence,Computer Science,Physical Sciences,3,3,2,13,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2012.12.035,"Should I send this message? Understanding the impact of interruptions, social hierarchy and perceived task complexity on user performance and perceived workload",2013,2013-01-18,Ashish Gupta | Han Li | Ramesh Sharda,University of Tennessee at Chattanooga | Minnesota State University Moorhead | Oklahoma State University Oklahoma City,US,164,Unknown,,Supervisor | Task (project management) | Workload | Instant messaging | Communication source | Computer science | Hierarchy | Quality (philosophy) | Psychology | World Wide Web | Engineering | Computer network,Personal Information Management and User Behavior,Information Systems and Management,Decision Sciences,Social Sciences,3,3,1,12,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2011.05.004,Interactive or interruptive? Instant messaging at work,2011,2011-05-22,Carol Xiaojuan Ou | Robert M. Davison,Tilburg University | City University of Hong Kong,NL | HK,163,Open Access,,Instant messaging | Work (physics) | Computer science | Quality (philosophy) | Instant | Knowledge management | World Wide Web | Engineering,Personal Information Management and User Behavior,Information Systems and Management,Decision Sciences,Social Sciences,2,2,2,8,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2012.09.005,A trust-semantic fusion-based recommendation approach for e-business applications,2012,2012-09-14,Qusai Yousef Shambour | Jie Lü,University of Technology Sydney | Centre for Quantum Computation and Communication Technology,AU,163,Unknown,,Computer science | Recommender system | Collaborative filtering | Domain (mathematical analysis) | Cold start (automotive) | Information retrieval | Data mining,Recommender Systems and Techniques,Information Systems,Computer Science,Physical Sciences,2,2,1,7,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2012.05.030,From once upon a time to happily ever after: Tracking emotions in mail and books,2012,2012-05-23,Saif M. Mohammad,National Research Council Canada,CA,163,Unknown,,Sentiment analysis | Affect (linguistics) | Tracking (education) | Computer science | Psychology | Negative emotion | Natural language processing | Social psychology | Communication,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences,1,1,1,9,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2016.03.009,Cloud computing and its impact on economic and environmental performance: A transaction cost economics perspective,2016,2016-04-14,Dara G. Schniederjans | Douglas N. Hales,University of Rhode Island,US,162,Open Access,,Cloud computing | Transaction cost | Robustness (evolution) | Supply chain | Structural equation modeling | Environmental economics | Industrial organization | Globalization | Economic globalization | Perspective (graphical) | Database transaction | Business | Economics | Computer science | Microeconomics | Marketing | Database,Sustainable Supply Chain Management,Strategy and Management,"Business, Management and Accounting",Social Sciences,2,1,1,17,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2019.113074,Mining the voice of employees: A text mining approach to identifying and analyzing job satisfaction factors from online employee reviews,2019,2019-06-12,Yeonjae Jung | Yongmoo Suh,Korea University,KR,162,Unknown,,Job satisfaction | Latent Dirichlet allocation | Psychology | Service (business) | Job attitude | Dominance (genetics) | Marketing | Business | Job performance | Computer science | Social psychology | Topic model | Artificial intelligence,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,2,1,1,13,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2019.02.008,Explaining customer ratings and recommendations by combining qualitative and quantitative user generated contents,2019,2019-02-25,Swagato Chatterjee,Indian Institute of Technology Kharagpur,IN,161,Unknown,,Construal level theory | Service (business) | Extant taxon | Order (exchange) | Service quality | Computer science | Marketing | Business | Psychology | Social psychology,Customer Service Quality and Loyalty,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences,1,1,1,10,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2012.11.012,A hybrid approach by integrating wavelet-based feature extraction with MARS and SVR for stock index forecasting,2012,2012-11-20,Ling‐Jing Kao | Chih‐Chou Chiu | Chi-Jie Lu | Chih‐Hsiang Chang,National Taipei University of Technology | Chien Hsin University of Science and Technology,TW,159,Unknown,,Wavelet | Computer science | Wavelet transform | Multivariate adaptive regression splines | Support vector machine | Discrete wavelet transform | Econometrics | Data mining | Artificial intelligence | Mathematics | Machine learning | Regression analysis | Nonparametric regression,Stock Market Forecasting Methods,Management Science and Operations Research,Decision Sciences,Social Sciences,4,2,1,13,1,False,True,False,True,True,True,True,True
10.1016/j.dss.2011.12.013,Factors of process model comprehension—Findings from a series of experiments,2012,2012-01-14,Jan Mendling | Mark Strembeck | Jan Recker,Vienna University of Economics and Business | Queensland University of Technology,AT | AU,159,Open Access,,Comprehension | Computer science | Syntax | Process (computing) | Domain (mathematical analysis) | Affect (linguistics) | Cognition | Process modeling | Cognitive psychology | Natural language processing | Psychology | Work in process | Programming language | Engineering | Mathematics | Communication,Advanced Text Analysis Techniques,Artificial Intelligence,Computer Science,Physical Sciences,3,2,2,16,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2020.113284,Automated discovery of business process simulation models from event logs,2020,2020-03-26,Manuel Camargo | Marlon Dumas | Oscar González-Rojas,Universidad de Los Andes | University of Tartu,CO | EE,159,Open Access,"Business process simulation is a versatile technique to estimate the performance of a process under multiple scenarios. This, in turn, allows analysts to compare alternative options to improve a business process. A common roadblock for business process simulation is that constructing accurate simulation models is cumbersome and error-prone. Modern information systems store detailed execution logs of the business processes they support. Previous work has shown that these logs can be used to discover simulation models. However, existing methods for log-based discovery of simulation models do not seek to optimize the accuracy of the resulting models. Instead they leave it to the user to manually tune the simulation model to achieve the desired level of accuracy. This article presents an accuracy-optimized method to discover business process simulation models from execution logs. The method decomposes the problem into a series of steps with associated configuration parameters. A hyper-parameter optimization method is used to search through the space of possible configurations so as to maximize the similarity between the behavior of the simulation model and the behavior observed in the log. The method has been implemented as a tool and evaluated using logs from different domains.",Computer science | Business process discovery | Process (computing) | Business process | Business process modeling | Process modeling | Event (particle physics) | Data mining | Process mining | Business process management | Artifact-centric business process model | Discrete event simulation | Simulation modeling | Work in process | Industrial engineering | Simulation | Engineering,Business Process Modeling and Analysis,Management Information Systems,"Business, Management and Accounting",Social Sciences,3,2,2,17,1,True,True,True,True,True,True,True,True
10.1016/j.dss.2012.12.024,Assessing the moderating effect of consumer product knowledge and online shopping experience on using recommendation agents for customer loyalty,2012,2012-12-30,Victoria Yoon | R. Eric Hostler | Zhiling Guo | Tor Guimãrães,Virginia Commonwealth University | York College of Pennsylvania | City University of Hong Kong | Decision Sciences (United States) | Tennessee Technological University,US | HK,157,Unknown,,Loyalty | Loyalty business model | Business | Product (mathematics) | Social media | Marketing | Customer satisfaction | Advertising | Computer science | Service quality,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,4,5,2,10,1,True,True,False,True,True,True,True,True
10.1016/j.dss.2010.12.002,A hybrid SARIMA wavelet transform method for sales forecasting,2010,2010-12-16,Tsan‐Ming Choi | Yong Tao Yu | Kin-Fan Au,Hong Kong Polytechnic University,HK,157,Unknown,,Extrapolation | Sales forecasting | Computer science | Probabilistic forecasting | Artificial neural network | Series (stratigraphy) | Time series | Wavelet transform | Autoregressive integrated moving average | Scheme (mathematics) | Wavelet | Data mining | Econometrics | Artificial intelligence | Machine learning | Mathematics | Statistics,Forecasting Techniques and Applications,Management Science and Operations Research,Decision Sciences,Social Sciences,3,1,1,17,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2012.05.023,Feature selection for sentiment analysis based on content and syntax models,2012,2012-05-23,Adnan Duric | Fei Song,University of Guelph,CA,157,Unknown,,Computer science | Feature selection | Lexicon | Sentiment analysis | Artificial intelligence | Salient | Classifier (UML) | Feature (linguistics) | Syntax | Set (abstract data type) | Natural language processing | Entropy (arrow of time) | Selection (genetic algorithm) | Principle of maximum entropy | Machine learning,Text and Document Classification Technologies,Artificial Intelligence,Computer Science,Physical Sciences,2,1,1,15,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2012.02.012,A diffusion mechanism for social advertising over microblogs,2012,2012-03-06,Yung-Ming Li | Ya-Lin Shiu,National Yang Ming Chiao Tung University,TW,157,Unknown,,Microblogging | Social media | Closeness | Advertising | Relevance (law) | Mechanism (biology) | Diffusion | Computer science | Preference | Business | Targeted advertising | Online advertising | World Wide Web | The Internet | Microeconomics | Political science,Complex Network Analysis Techniques,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,2,1,1,16,1,False,False,False,True,True,True,True,True
10.1016/j.dss.2018.08.011,The influence of conversational agent embodiment and conversational relevance on socially desirable responding,2018,2018-08-29,Ryan M. Schuetzler | Justin Scott Giboney | G. Mark Grimes | Jay F. Nunamaker,University of Nebraska at Omaha | Brigham Young University | University of Houston | University of Arizona,US,156,Open Access,"Conversational agents (CAs) are becoming an increasingly common component in a wide range of information systems. A great deal of research to date has focused on enhancing traits that make CAs more humanlike. However, few studies have examined the influence such traits have on information disclosure. This research builds on self-disclosure, social desirability, and social presence theories to explain how CA anthropomorphism affects disclosure of personally sensitive information. Taken together, these theories suggest that as CAs become more humanlike, the social desirability of user responses will increase. In this study, we use a laboratory experiment to examine the influence of two elements of CA design—conversational relevance and embodiment—on the answers people give in response to sensitive and non-sensitive questions. We compare the responses given to various CAs to those given in a face-to-face interview and an online survey. The results show that for sensitive questions, CAs with better conversational abilities elicit more socially desirable responses from participants, with a less significant effect found for embodiment. These results suggest that for applications where eliciting honest answers to sensitive questions is important, CAs that are “better” in terms of humanlike realism may not be better for eliciting truthful responses to sensitive questions.",Relevance (law) | Psychology | Face (sociological concept) | Social desirability bias | Cognitive psychology | Social psychology | Social desirability | Linguistics,Misinformation and Its Impacts,Sociology and Political Science,Social Sciences,Social Sciences,4,4,1,8,1,False,True,True,True,True,True,True,True
10.1016/j.dss.2024.114194,Explainable artificial intelligence and agile decision-making in supply chain cyber resilience,2024,2024-02-17,Kiarash Sadeghi R. | Divesh Ojha | Puneet Kaur | Raj V. Mahto | Amandeep Dhir,North Carolina Agricultural and Technical State University | University of North Texas | North-West University | University of Bergen | University of New Mexico | University of Agder,US | NO | ZA,156,Open Access,"Although artificial intelligence can contribute to decision-making processes, many industry players lag behind pioneering companies in utilizing artificial intelligence-driven technologies, which is a significant problem. Explainable artificial intelligence can be a viable solution to mitigate this problem. This paper proposes a research model to address how explainable artificial intelligence can impact decision-making processes. Using an experimental design, empirical data is collected to test the research model. This paper is one of the pioneer papers providing empirical evidence about the impact of explainable artificial intelligence on supply chain decision-making processes. We propose a serial mediation path, which includes transparency and agile decision-making. Findings reveal that explainable artificial intelligence enhances transparency, thereby significantly contributing to agile decision-making for improving cyber resilience during supply chain cyberattacks. Moreover, we conduct a post hoc analysis using text analysis to explore the themes present in tweets discussing explainable artificial intelligence in decision support systems. The results indicate a predominantly positive attitude towards explainable artificial intelligence within these systems. Furthermore, the text analysis reveals two main themes that emphasize the importance of transparency, explainability, and interpretability in explainable artificial intelligence.",Resilience (materials science) | Agile software development | Supply chain | Computer science | Cyber-physical system | Business | Process management | Software engineering | Marketing,Supply Chain Resilience and Risk Management,Strategy and Management,"Business, Management and Accounting",Social Sciences,5,6,3,9,1,True,True,True,True,True,True,True,True
10.1016/j.dss.2019.113075,Using social network and semantic analysis to analyze online travel forums and forecast tourism demand,2019,2019-06-12,Andrea Fronzetti Colladon | Barbara Guardabascio | Rosy Innarella,University of Perugia | Istituto Nazionale di Statistica | University of Rome Tor Vergata,IT,155,Open Access,,Tourism | Bridge (graph theory) | Univariate | Computer science | Set (abstract data type) | Autoregressive model | Social network (sociolinguistics) | Social network analysis | Business tourism | Big data | Social media | Data science | Marketing | Business | Econometrics | Economics | World Wide Web | Data mining | Political science | Machine learning | Tourism geography,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,3,3,1,21,1,False,True,False,True,True,True,True,True
